Date,Close
2020-12-01,10.600000381469727
2021-01-01,10.880000114440918
2021-02-01,10.369999885559082
2021-03-01,10.4399995803833
2021-04-01,10.300000190734863
2021-05-01,10.84000015258789
2021-06-01,9.5
2021-07-01,10.119999885559082
2021-08-01,10.020000457763672
2021-09-01,10.199999809265137
2021-10-01,10.770000457763672
2021-11-01,10.649999618530273
2021-12-01,10.850000381469727
2022-01-01,10.1899995803833
2022-02-01,10.390000343322754
2022-03-01,9.829999923706055
2022-04-01,9.989999771118164
2022-05-01,9.279999732971191
2022-06-01,10.0600004196167
2022-07-01,9.710000038146973
2022-08-01,9.449999809265137
2022-09-01,9.520000457763672
2022-10-01,8.949999809265137
2022-11-01,9.760000228881836
2022-12-01,10.170000076293945
2023-01-01,10.380000114440918
2023-02-01,10.130000114440918
2023-03-01,10.579999923706055
2023-04-01,10.5
2023-05-01,10.539999961853027
2023-06-01,9.760000228881836
2023-07-01,9.819999694824219
2023-08-01,10.140000343322754
2023-09-01,9.8100004196167
2023-10-01,10.569999694824219
2023-11-01,10.569999694824219
2023-12-01,10.579999923706055
2024-01-01,10.640000343322754
2024-02-01,10.699999809265137
2024-03-01,11.720000267028809
2024-04-01,12.510000228881836
2024-05-01,12.869999885559082
2024-06-01,13.649999618530273
2024-07-01,14.5600004196167
2024-08-01,14.819999694824219
2024-09-01,15.050000190734863
2024-10-01,16.670000076293945
2024-11-01,16.670000076293945
2024-12-01,16.889999389648438
2025-01-01,17.15999984741211
2025-02-01,17.59000015258789
2025-03-01,18.670000076293945
2025-04-01,19.600000381469727
2025-05-01,19.709999084472656
2025-06-01,18.770000457763672
2025-07-01,19.239999771118164
2025-08-01,19.579999923706055
2025-09-01,21.459999084472656
2025-10-01,22.450000762939453
2025-11-01,23.420000076293945
2025-12-01,24.770000457763672
2026-01-01,26.559999465942383
2026-02-01,27.350000381469727
