Date,Close
2009-04-01,48.099998474121094
2009-05-01,53.099998474121094
2009-06-01,51.400001525878906
2009-07-01,54.5
2009-08-01,56.25
2009-09-01,61.5099983215332
2009-10-01,61.5
2009-11-01,66.9000015258789
2009-12-01,68.5
2010-01-01,64.9000015258789
2010-02-01,66.5
2010-03-01,70.0
2010-04-01,66.91999816894531
2010-05-01,62.41999816894531
2010-06-01,60.369998931884766
2010-07-01,66.87000274658203
2010-08-01,64.5
2010-09-01,68.69999694824219
2010-10-01,70.19999694824219
2010-11-01,67.0
2010-12-01,68.52999877929688
2011-01-01,65.77999877929688
2011-02-01,66.75
2011-03-01,67.55000305175781
2011-04-01,65.19999694824219
2011-05-01,63.810001373291016
2011-06-01,61.4900016784668
2011-07-01,58.18000030517578
2011-08-01,55.75
2011-09-01,51.599998474121094
2011-10-01,57.56999969482422
2011-11-01,56.18000030517578
2011-12-01,55.97999954223633
2012-01-01,62.16999816894531
2012-02-01,64.73999786376953
2012-03-01,63.540000915527344
2012-04-01,60.900001525878906
2012-05-01,53.599998474121094
2012-06-01,53.41999816894531
2012-07-01,55.099998474121094
2012-08-01,56.150001525878906
2012-09-01,58.150001525878906
2012-10-01,56.040000915527344
2012-11-01,56.5
2012-12-01,59.689998626708984
2013-01-01,58.689998626708984
2013-02-01,56.13999938964844
2013-03-01,55.099998474121094
2013-04-01,54.45000076293945
2013-05-01,52.45000076293945
2013-06-01,46.5
2013-07-01,47.31999969482422
2013-08-01,49.5
2013-09-01,51.290000915527344
2013-10-01,52.70000076293945
2013-11-01,51.279998779296875
2013-12-01,50.2400016784668
2014-01-01,46.459999084472656
2014-02-01,46.08000183105469
2014-03-01,49.09000015258789
2014-04-01,50.290000915527344
2014-05-01,49.97999954223633
2014-06-01,51.689998626708984
2014-07-01,54.33000183105469
2014-08-01,59.689998626708984
2014-09-01,52.63999938964844
2014-10-01,52.97999954223633
2014-11-01,53.150001525878906
2014-12-01,48.540000915527344
2015-01-01,45.61000061035156
2015-02-01,50.0099983215332
2015-03-01,49.5
2015-04-01,54.619998931884766
2015-05-01,51.349998474121094
2015-06-01,51.459999084472656
2015-07-01,49.369998931884766
2015-08-01,45.34000015258789
2015-09-01,43.43000030517578
2015-10-01,44.400001525878906
2015-11-01,43.70000076293945
2015-12-01,42.130001068115234
2016-01-01,39.189998626708984
2016-02-01,41.45000076293945
2016-03-01,48.63999938964844
2016-04-01,52.150001525878906
2016-05-01,47.02000045776367
2016-06-01,49.900001525878906
2016-07-01,55.68000030517578
2016-08-01,55.93000030517578
2016-09-01,56.560001373291016
2016-10-01,62.900001525878906
2016-11-01,60.0
2016-12-01,58.2400016784668
2017-01-01,62.38999938964844
2017-02-01,64.5
2017-03-01,62.779998779296875
2017-04-01,63.189998626708984
2017-05-01,60.560001373291016
2017-06-01,60.93000030517578
2017-07-01,63.720001220703125
2017-08-01,68.41000366210938
2017-09-01,71.58000183105469
2017-10-01,71.7699966430664
2017-11-01,69.4000015258789
