Date,Close
1993-01-01,24.241403579711914
1993-02-01,24.50004005432129
1993-03-01,24.931062698364258
1993-04-01,24.40786361694336
1993-05-01,25.066118240356445
1993-06-01,24.97952651977539
1993-07-01,25.0344295501709
1993-08-01,25.993942260742188
1993-09-01,25.645030975341797
1993-10-01,26.313888549804688
1993-11-01,26.033031463623047
1993-12-01,26.173446655273438
1994-01-01,27.271690368652344
1994-02-01,26.476341247558594
1994-03-01,25.221446990966797
1994-04-01,25.651365280151367
1994-05-01,26.060224533081055
1994-06-01,25.29585075378418
1994-07-01,26.286216735839844
1994-08-01,27.28826332092285
1994-09-01,26.43830680847168
1994-10-01,27.355213165283203
1994-11-01,26.266056060791016
1994-12-01,26.248048782348633
1995-01-01,27.346487045288086
1995-02-01,28.46248435974121
1995-03-01,29.097625732421875
1995-04-01,30.121746063232422
1995-05-01,31.316755294799805
1995-06-01,31.76374053955078
1995-07-01,32.977970123291016
1995-08-01,33.12478256225586
1995-09-01,34.34516906738281
1995-10-01,34.427001953125
1995-11-01,35.958335876464844
1995-12-01,36.299652099609375
1996-01-01,37.823524475097656
1996-02-01,37.94418716430664
1996-03-01,38.42685317993164
1996-04-01,39.01707458496094
1996-05-01,39.90275573730469
1996-06-01,40.0425910949707
1996-07-01,38.445892333984375
1996-08-01,39.18630599975586
1996-09-01,41.163902282714844
1996-10-01,42.71348190307617
1996-11-01,45.83172607421875
1996-12-01,44.522254943847656
1997-01-01,47.50544357299805
1997-02-01,47.9598388671875
1997-03-01,45.668827056884766
1997-04-01,48.713680267333984
1997-05-01,51.792747497558594
1997-06-01,53.7124137878418
1997-07-01,58.195613861083984
1997-08-01,55.18088150024414
1997-09-01,57.62320327758789
1997-10-01,56.41740036010742
1997-11-01,58.60057830810547
1997-12-01,59.48148727416992
1998-01-01,60.48722457885742
1998-02-01,64.67865753173828
1998-03-01,67.63961029052734
1998-04-01,68.70160675048828
1998-05-01,67.2747573852539
1998-06-01,69.91638946533203
1998-07-01,69.1910400390625
1998-08-01,59.42268371582031
1998-09-01,62.98185348510742
1998-10-01,68.32896423339844
1998-11-01,72.13365173339844
1998-12-01,76.59831237792969
1999-01-01,79.55996704101562
1999-02-01,77.00857543945312
1999-03-01,80.0079116821289
1999-04-01,83.24761962890625
1999-05-01,81.34412384033203
1999-06-01,85.59048461914062
1999-07-01,83.18562316894531
1999-08-01,82.75482940673828
1999-09-01,80.67909240722656
1999-10-01,86.09058380126953
1999-11-01,87.52413177490234
1999-12-01,92.29600524902344
2000-01-01,87.9161605834961
2000-02-01,86.57754516601562
2000-03-01,94.72737884521484
2000-04-01,91.63279724121094
2000-05-01,90.19208526611328
2000-06-01,91.75122833251953
2000-07-01,90.52317810058594
